province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,population_total,population_male,population_female,average_household_size,sex_ratio,total_population_10_years_and_older,male_population_10_years_and_older,female_population_10_years_and_older,total_usually_economically_active_employed,male_usually_economically_active_employed,female_usually_economically_active_employed,total_usually_economically_active_unemployed,male_usually_economically_active_unemployed,female_usually_economically_active_unemployed,total_not_usually_economically_active,male_not_usually_economically_active,female_not_usually_economically_active,total_not_economically_active,male_not_economically_active,female_not_economically_active,total_economic_activity_not_stated,male_economic_activity_not_stated,female_economic_activity_not_stated,total_all_ages,total_00_04_yrs,total_05_09_yrs,total_10_14_yrs,total_15_19_yrs,total_20_24_yrs,total_25_29_yrs,total_30_34_yrs,total_35_39_yrs,total_40_44_yrs,total_45_49_yrs,total_50_54_yrs,total_55_59_yrs,total_60_64_yrs,total_65_69_yrs,total_70_74_yrs,total_75_79_yrs,total_80_84_yrs,total_85_89_yrs,total_90_94_yrs,total_95plus_yrs,male_all_ages,male_00_04_yrs,male_05_09_yrs,male_10_14_yrs,male_15_19_yrs,male_20_24_yrs,male_25_29_yrs,male_30_34_yrs,male_35_39_yrs,male_40_44_yrs,male_45_49_yrs,male_50_54_yrs,male_55_59_yrs,male_60_64_yrs,male_65_69_yrs,male_70_74_yrs,male_75_79_yrs,male_80_84_yrs,male_85_89_yrs,male_90_94_yrs,male_95plus_yrs,female_all_ages,female_00_04_yrs,female_05_09_yrs,female_10_14_yrs,female_15_19_yrs,female_20_24_yrs,female_25_29_yrs,female_30_34_yrs,female_35_39_yrs,female_40_44_yrs,female_45_49_yrs,female_50_54_yrs,female_55_59_yrs,female_60_64_yrs,female_65_69_yrs,female_70_74_yrs,female_75_79_yrs,female_80_84_yrs,female_85_89_yrs,female_90_94_yrs,female_95plus_yrs,total_children_5_17,male_children_5_17,female_children_5_17,currently_attending_school_male,currently_attending_school_female,oos_ever_attended_school_male,oos_ever_attended_school_female,oos_never_attended_school_male,oos_never_attended_school_female,currently_attending_school_total_pc,currently_attending_school_male_pc,currently_attending_school_female_pc,oos_ever_attended_school_total_pc,oos_ever_attended_school_male_pc,oos_ever_attended_school_female_pc,oos_never_attended_school_total_pc,oos_never_attended_school_male_pc,oos_never_attended_school_female_pc,population_15plus_total,population_15plus_male,population_15plus_female,literate_population_total,literate_population_male,literate_population_female,literacy_rate_total,literacy_rate_male,literacy_rate_female,population_0_14,population_15_64,population_65plus,child_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio,population_5plus_total,population_5plus_male,population_5plus_female,education_level_illiterate_male,education_level_illiterate_female,education_level_early_childhood_male,education_level_early_childhood_female,education_level_basic_level_male,education_level_basic_level_female,education_level_secondary_male,education_level_secondary_female,education_level_higher_education_male,education_level_higher_education_female,education_level_other_male,education_level_other_female,education_level_illiterate_pc_total,education_level_illiterate_pc_male,education_level_illiterate_pc_female,education_level_early_childhood_pc_total,education_level_early_childhood_pc_male,education_level_early_childhood_pc_female,education_level_basic_level_pc_total,education_level_basic_level_pc_male,education_level_basic_level_pc_female,education_level_secondary_pc_total,education_level_secondary_pc_male,education_level_secondary_pc_female,education_level_higher_education_pc_total,education_level_higher_education_pc_male,education_level_higher_education_pc_female,education_level_other_pc_total,education_level_other_pc_male,education_level_other_pc_female,population_urban,population_peri_urban,population_rural,population_pc_urban,population_pc_peri_urban,population_pc_rural,population_20_24_total,population_20_24_male,population_20_24_female,population_married_before_18_total,population_married_before_18_male,population_married_before_18_female,child_marriage_rate_total,child_marriage_rate_male,child_marriage_rate_female,total_population,population_with_disabilities,population_without_disabilities,population_disability_not_reported,disability_prevlance_rate,population_density
Bagmati,Sindhupalchok,Jugal,NP03,NP0323,NP0323403,4528,18303,9194,9109,4.042181978798586,100.93314304533978,15010,7538,7472,9029,4710,4319,331,162,169,2338,1061,1277,3308,1603,1705,4,2,2,18303,1567,1726,1874,1881,1619,1266,1102,1101,1042,878,901,750,767,647,585,298,205,55,26,13,9194,785,871,936,923,779,690,550,527,493,415,456,397,417,334,304,172,103,27,8,7,9109,782,855,938,958,840,576,552,574,549,463,445,353,350,313,281,126,102,28,18,6,4718,2339,2379,2106,2127,129,150,104,102,89.72,90.04,89.41,5.91,5.52,6.31,4.37,4.45,4.29,13136,6602,6534,6723,3866,2857,51.18,58.56,43.73,5167,11307,1829,45.7,16.18,61.87,16736,8409,8327,2830,3768,236,212,3484,2814,1521,1237,104,74,234,222,39.42,33.65,45.25,2.68,2.81,2.55,37.63,41.43,33.79,16.48,18.09,14.86,1.06,1.24,0.89,2.72,2.78,2.67,0,0,18303,0,0,100,1619,779,840,225,45,180,13.9,5.78,21.43,18303,424,17876,3,2.32,NA
Bagmati,Sindhupalchok,Panchpokhari Thangpal,NP03,NP0323,NP0323402,5914,20997,10614,10383,3.5503889076766995,102.22479052297024,17181,8655,8526,8595,4671,3924,393,250,143,4175,1913,2262,4014,1818,2196,4,3,1,20997,1863,1953,2022,1733,1532,1583,1417,1299,1269,1124,1119,943,990,778,698,331,194,87,42,20,10614,953,1006,970,880,744,801,709,687,616,562,543,521,505,424,349,173,100,42,20,9,10383,910,947,1052,853,788,782,708,612,653,562,576,422,485,354,349,158,94,45,22,11,5009,2490,2519,2217,2303,161,110,112,106,90.24,89.04,91.43,5.41,6.47,4.37,4.35,4.5,4.21,15159,7685,7474,7271,4226,3045,47.96,54.99,40.74,5838,13009,2150,44.88,16.53,61.4,19134,9661,9473,3565,4537,284,237,3921,3135,1477,1258,170,102,244,204,42.34,36.9,47.89,2.72,2.94,2.5,36.88,40.59,33.09,14.29,15.29,13.28,1.42,1.76,1.08,2.34,2.53,2.15,0,0,20997,0,0,100,1532,744,788,231,58,173,15.08,7.8,21.95,20997,651,20346,0,3.1,NA
Bagmati,Sindhupalchok,Helambu,NP03,NP0323,NP0323401,4690,17497,8781,8716,3.7307036247334753,100.74575493345573,14713,7325,7388,7934,4274,3660,359,160,199,2718,1214,1504,3684,1668,2016,18,9,9,17497,1273,1511,1558,1528,1457,1345,1161,1075,1053,992,1075,895,833,575,539,326,171,89,25,16,8781,688,768,744,725,723,698,599,521,509,512,548,460,425,294,276,153,83,42,10,3,8716,585,743,814,803,734,647,562,554,544,480,527,435,408,281,263,173,88,47,15,13,3984,1923,2061,1768,1945,113,77,42,39,93.2,91.94,94.37,4.77,5.88,3.74,2.03,2.18,1.89,13155,6581,6574,7314,4135,3179,55.6,62.83,48.36,4342,11414,1741,38.04,15.25,53.29,16224,8093,8131,2485,3429,235,227,3376,2609,1478,1386,150,119,369,361,36.45,30.71,42.17,2.85,2.9,2.79,36.89,41.72,32.09,17.65,18.26,17.05,1.66,1.85,1.46,4.5,4.56,4.44,0,0,17497,0,0,100,1457,723,734,170,48,122,11.67,6.64,16.62,17497,361,17136,0,2.06,NA
Bagmati,Sindhupalchok,Melamchi,NP03,NP0323,NP0323301,11180,41063,19963,21100,3.672898032200358,94.61137440758294,34819,16736,18083,19462,10032,9430,872,446,426,5896,2486,3410,8581,3768,4813,8,4,4,41063,2970,3274,3726,3861,3338,3237,3004,2776,2651,2300,2495,1909,1820,1353,1050,694,342,201,35,27,19963,1595,1632,1842,1859,1594,1546,1474,1268,1249,1086,1169,963,859,696,501,337,173,91,12,17,21100,1375,1642,1884,2002,1744,1691,1530,1508,1402,1214,1326,946,961,657,549,357,169,110,23,10,9375,4619,4756,4194,4406,280,211,145,139,91.73,90.8,92.64,5.24,6.06,4.44,3.03,3.14,2.92,31093,14894,16199,19856,10929,8927,63.86,73.38,55.11,9970,27391,3702,36.4,13.52,49.91,38093,18368,19725,4073,7389,482,432,7985,6377,4459,3939,638,451,731,1137,30.09,22.17,37.46,2.4,2.62,2.19,37.7,43.47,32.33,22.05,24.28,19.97,2.86,3.47,2.29,4.9,3.98,5.76,21356,0,19707,52.01,0,47.99,3338,1594,1744,441,95,346,13.21,5.96,19.84,41063,975,40087,1,2.37,NA
Bagmati,Sindhupalchok,Indrawoti,NP03,NP0323,NP0323405,6780,25365,12183,13182,3.7411504424778763,92.42148384160218,21484,10225,11259,12575,6226,6349,467,244,223,3900,1630,2270,4535,2121,2414,7,4,3,25365,1872,2009,2272,2498,2188,1981,1670,1668,1619,1381,1484,1180,1124,900,683,450,224,106,42,14,12183,970,988,1107,1205,1031,919,793,759,740,664,683,563,553,466,342,225,99,50,18,8,13182,902,1021,1165,1293,1157,1062,877,909,879,717,801,617,571,434,341,225,125,56,24,6,5820,2843,2977,2593,2768,191,164,59,45,92.11,91.21,92.98,6.1,6.72,5.51,1.79,2.08,1.51,19212,9118,10094,12055,6614,5441,62.75,72.54,53.9,6153,16793,2419,36.64,14.4,51.05,23493,11213,12280,2556,4690,291,288,5092,4081,2555,2440,290,216,429,565,30.84,22.79,38.19,2.46,2.6,2.35,39.05,45.41,33.23,21.26,22.79,19.87,2.15,2.59,1.76,4.23,3.83,4.6,10691,0,14674,42.15,0,57.85,2188,1031,1157,339,84,255,15.49,8.15,22.04,25365,804,24560,1,3.17,NA
Bagmati,Sindhupalchok,Choutara Sangachowkgadhi,NP03,NP0323,NP0323302,11590,42668,20067,22601,3.681449525452977,88.78810672094156,36234,16746,19488,17484,8999,8485,829,440,389,7421,2881,4540,10464,4404,6060,36,22,14,42668,3039,3395,3781,4203,3576,3449,2959,2816,2530,2392,2632,1952,1872,1426,1192,790,385,168,79,32,20067,1631,1690,1863,1973,1586,1518,1352,1217,1108,1096,1210,944,932,706,569,369,180,77,30,16,22601,1408,1705,1918,2230,1990,1931,1607,1599,1422,1296,1422,1008,940,720,623,421,205,91,49,16,9680,4744,4936,4423,4655,240,214,81,67,93.78,93.23,94.31,4.69,5.06,4.34,1.53,1.71,1.36,32453,14883,17570,20498,10762,9736,63.16,72.31,55.41,10215,28381,4072,35.99,14.35,50.34,39629,18436,21193,4184,7901,654,638,7403,6136,4920,4972,762,733,513,813,30.5,22.69,37.28,3.26,3.55,3.01,34.16,40.16,28.95,24.96,26.69,23.46,3.77,4.13,3.46,3.35,2.78,3.84,9785,0,32883,22.93,0,77.07,3576,1586,1990,398,81,317,11.13,5.11,15.93,42668,1009,41656,3,2.36,NA
Bagmati,Sindhupalchok,Balephi,NP03,NP0323,NP0323406,4829,17085,8407,8678,3.5379995858355766,96.87716063609126,14674,7123,7551,7673,4150,3523,482,272,210,2546,987,1559,3969,1712,2257,4,2,2,17085,1108,1303,1480,1536,1389,1293,1179,1121,1102,1042,1038,821,776,678,542,337,198,94,36,12,8407,613,671,764,753,655,640,579,509,501,477,500,434,370,351,262,160,104,48,13,3,8678,495,632,716,783,734,653,600,612,601,565,538,387,406,327,280,177,94,46,23,9,3676,1862,1814,1741,1732,78,58,43,24,94.48,93.5,95.48,3.7,4.19,3.2,1.82,2.31,1.32,13194,6359,6835,8796,4841,3955,66.67,76.13,57.86,3891,11297,1897,34.44,16.79,51.23,15977,7794,8183,1559,2905,188,190,3159,2474,2289,1823,324,322,275,469,27.94,20,35.5,2.37,2.41,2.32,35.26,40.53,30.23,25.74,29.37,22.28,4.04,4.16,3.93,4.66,3.53,5.73,6704,0,10381,39.24,0,60.76,1389,655,734,135,23,112,9.72,3.51,15.26,17085,662,16422,1,3.87,NA
Bagmati,Sindhupalchok,Bahrabise,NP03,NP0323,NP0323303,6655,24109,12020,12089,3.6226897069872277,99.42923318719497,20373,10082,10291,9681,5284,4397,855,510,345,4307,1777,2530,5515,2503,3012,15,8,7,24109,1796,1940,2057,2245,1979,1903,1641,1563,1472,1361,1453,1063,1074,882,764,469,272,119,38,18,12020,935,1003,1093,1130,970,913,794,735,724,673,691,555,547,460,354,237,127,53,14,12,12089,861,937,964,1115,1009,990,847,828,748,688,762,508,527,422,410,232,145,66,24,6,5340,2779,2561,2589,2408,154,123,36,30,93.58,93.16,94.03,5.19,5.54,4.8,1.24,1.3,1.17,18316,8989,9327,11860,6587,5273,64.75,73.28,56.53,5793,15754,2562,36.77,16.26,53.03,22313,11085,11228,2434,4076,308,269,5015,3776,2711,2342,313,318,304,447,29.18,21.96,36.3,2.59,2.78,2.4,39.4,45.24,33.63,22.65,24.46,20.86,2.83,2.82,2.83,3.37,2.74,3.98,11514,0,12595,47.76,0,52.24,1979,970,1009,241,38,203,12.18,3.92,20.12,24109,893,23215,1,3.7,NA
Bagmati,Sindhupalchok,Tripurasundari,NP03,NP0323,NP0323408,3651,12014,5866,6148,3.290605313612709,95.41314248536109,10318,5019,5299,5673,2925,2748,512,267,245,1674,751,923,2455,1075,1380,4,1,3,12014,786,910,1034,1139,931,920,725,726,738,589,782,608,630,522,388,291,169,90,27,9,5866,401,446,512,569,446,439,363,338,343,275,384,301,307,283,176,140,85,36,15,7,6148,385,464,522,570,485,481,362,388,395,314,398,307,323,239,212,151,84,54,12,2,2618,1292,1326,1152,1231,112,73,28,22,91.02,89.16,92.84,7.07,8.67,5.51,1.91,2.17,1.66,9284,4507,4777,5427,3034,2393,58.46,67.32,50.09,2730,7788,1496,35.05,19.21,54.26,11228,5465,5763,1496,2402,132,136,2522,1874,1064,1065,112,89,139,197,34.72,27.37,41.68,2.39,2.42,2.36,39.15,46.15,32.52,18.96,19.47,18.48,1.79,2.05,1.54,2.99,2.54,3.42,0,0,12014,0,0,100,931,446,485,138,39,99,14.82,8.74,20.41,12014,640,11374,0,5.33,NA
Bagmati,Sindhupalchok,Lisankhu Pakhar,NP03,NP0323,NP0323409,3697,11750,5706,6044,3.178252637273465,94.4076770350761,10266,4928,5338,6297,3138,3159,488,257,231,1482,649,833,1997,882,1115,2,2,0,11750,713,771,832,864,751,843,814,752,730,672,811,716,693,637,491,308,228,84,26,14,5706,365,413,421,416,370,415,414,356,357,314,391,332,311,313,225,140,103,34,11,5,6044,348,358,411,448,381,428,400,396,373,358,420,384,382,324,266,168,125,50,15,9,2123,1081,1042,1025,1001,44,39,12,2,95.43,94.82,96.07,3.91,4.07,3.74,0.66,1.11,0.19,9434,4507,4927,5844,3315,2529,61.95,73.55,51.33,2316,7646,1788,30.29,23.38,53.68,11037,5341,5696,1204,2399,109,93,2089,1546,1569,1257,149,125,221,276,32.64,22.54,42.12,1.83,2.04,1.63,32.93,39.11,27.14,25.6,29.38,22.07,2.48,2.79,2.19,4.5,4.14,4.85,0,0,11750,0,0,100,751,370,381,68,10,58,9.05,2.7,15.22,11750,393,11357,0,3.34,NA
Bagmati,Sindhupalchok,Sunkoshi,NP03,NP0323,NP0323407,4451,15176,7311,7865,3.4095708829476523,92.9561347743166,13217,6271,6946,7477,3787,3690,264,154,110,1782,705,1077,3673,1619,2054,21,6,15,15176,871,1088,1239,1264,1090,1077,990,1011,1001,880,1050,778,861,668,529,415,201,112,33,18,7311,476,564,630,629,486,513,466,445,481,393,488,371,412,335,236,209,101,53,18,5,7865,395,524,609,635,604,564,524,566,520,487,562,407,449,333,293,206,100,59,15,13,3076,1583,1493,1492,1420,65,51,26,22,94.67,94.25,95.11,3.77,4.11,3.42,1.56,1.64,1.47,11978,5641,6337,8682,4519,4163,72.48,80.11,65.69,3198,10002,1976,31.97,19.76,51.73,14305,6835,7470,1147,2193,195,146,2794,2247,1911,1650,285,298,503,936,23.35,16.78,29.36,2.38,2.85,1.95,35.24,40.88,30.08,24.89,27.96,22.09,4.08,4.17,3.99,10.06,7.36,12.53,0,0,15176,0,0,100,1090,486,604,127,19,108,11.65,3.91,17.88,15176,678,14496,2,4.47,NA
Bagmati,Rasuwa,Gosaikunda,NP03,NP0329,NP0329402,2038,7788,3973,3815,3.8213935230618254,104.14154652686763,6609,3392,3217,3023,1758,1265,428,214,214,1262,578,684,1896,842,1054,0,0,0,7788,622,557,530,689,786,740,637,553,551,465,438,312,285,218,180,98,87,26,9,5,3973,307,274,261,331,421,382,327,302,270,246,215,172,140,121,87,53,41,14,7,2,3815,315,283,269,358,365,358,310,251,281,219,223,140,145,97,93,45,46,12,2,3,1465,730,735,633,647,56,48,38,40,87.37,86.71,88.03,7.1,7.67,6.53,5.32,5.21,5.44,6079,3131,2948,3920,2275,1645,64.48,72.66,55.8,1709,5456,623,31.32,11.42,42.74,7166,3666,3500,888,1339,100,91,1346,984,1072,861,172,140,88,85,31.08,24.22,38.26,2.67,2.73,2.6,32.51,36.72,28.11,26.97,29.24,24.6,4.35,4.69,4,2.41,2.4,2.43,0,0,7788,0,0,100,786,421,365,63,16,47,8.02,3.8,12.88,7788,195,7593,0,2.5,NA
Bagmati,Rasuwa,Aamachhodingmo,NP03,NP0329,NP0329401,1664,6673,3480,3193,4.010216346153846,108.9884121515816,5300,2746,2554,2910,1654,1256,62,45,17,1205,478,727,1121,568,553,2,1,1,6673,694,679,568,645,628,545,449,370,383,360,281,243,247,218,147,118,69,17,7,5,3480,376,358,294,320,335,294,218,196,213,179,150,111,141,111,77,53,40,7,4,3,3193,318,321,274,325,293,251,231,174,170,181,131,132,106,107,70,65,29,10,3,2,1618,841,777,805,735,28,36,8,6,95.18,95.72,94.59,3.96,3.33,4.63,0.87,0.95,0.77,4732,2452,2280,3142,1818,1324,66.4,74.14,58.07,1941,4151,581,46.76,14,60.76,5979,3104,2875,641,962,119,104,1305,1037,780,593,74,32,185,147,26.81,20.65,33.46,3.73,3.83,3.62,39.17,42.04,36.07,22.96,25.13,20.63,1.77,2.38,1.11,5.55,5.96,5.11,0,0,6673,0,0,100,628,335,293,57,13,44,9.08,3.88,15.02,6673,220,6453,0,3.3,NA
Bagmati,Rasuwa,Uttargaya,NP03,NP0329,NP0329403,2188,8555,4235,4320,3.909963436928702,98.0324074074074,7120,3521,3599,2789,1685,1104,223,165,58,2023,825,1198,2085,846,1239,0,0,0,8555,697,738,708,750,809,738,708,616,476,407,453,353,336,292,183,158,84,39,7,3,4235,343,371,354,363,408,353,361,307,215,206,221,186,179,141,91,72,41,18,3,2,4320,354,367,354,387,401,385,347,309,261,201,232,167,157,151,92,86,43,21,4,1,1882,933,949,877,906,40,35,16,8,94.74,94,95.47,3.99,4.29,3.69,1.28,1.71,0.84,6412,3167,3245,4211,2324,1887,65.67,73.38,58.15,2143,5646,766,37.96,13.57,51.52,7858,3892,3966,855,1363,134,123,1491,1204,1173,1029,172,146,67,101,28.23,21.97,34.37,3.27,3.44,3.1,34.3,38.31,30.36,28.02,30.14,25.95,4.05,4.42,3.68,2.14,1.72,2.55,2912,0,5643,34.04,0,65.96,809,408,401,94,15,79,11.62,3.68,19.7,8555,254,8301,0,2.97,NA
Bagmati,Rasuwa,Kalika,NP03,NP0329,NP0329404,2447,10115,5021,5094,4.1336330200245195,98.56694149980369,8510,4185,4325,4296,2237,2059,531,311,220,1699,744,955,1980,893,1087,4,0,4,10115,774,831,902,930,926,851,858,751,626,504,486,360,398,363,256,140,79,53,21,6,5021,399,437,452,450,442,403,410,386,312,240,222,185,211,184,138,70,40,29,9,2,5094,375,394,450,480,484,448,448,365,314,264,264,175,187,179,118,70,39,24,12,4,2266,1156,1110,1084,1049,59,51,13,10,94.13,93.77,94.5,4.85,5.1,4.59,1.02,1.12,0.9,7608,3733,3875,4997,2712,2285,65.68,72.65,58.97,2507,6690,918,37.47,13.72,51.2,9341,4622,4719,1028,1599,135,108,1806,1483,1250,1213,272,216,131,100,28.12,22.24,33.88,2.6,2.92,2.29,35.21,39.07,31.43,26.37,27.04,25.7,5.22,5.88,4.58,2.47,2.83,2.12,7536,0,2579,74.5,0,25.5,926,442,484,70,12,58,7.56,2.71,11.98,10115,350,9765,0,3.46,NA
Bagmati,Rasuwa,Naukunda,NP03,NP0329,NP0329405,2794,12344,6209,6135,4.418038654259127,101.20619396903014,9962,5024,4938,4358,2496,1862,359,199,160,2449,995,1454,2773,1320,1453,23,14,9,12344,1179,1203,1284,1301,1118,1023,744,582,641,611,585,475,512,386,307,182,130,55,16,10,6209,586,599,629,644,585,528,398,286,313,289,288,246,265,203,152,95,66,23,10,4,6135,593,604,655,657,533,495,346,296,328,322,297,229,247,183,155,87,64,32,6,6,3242,1591,1651,1450,1516,106,92,35,43,91.49,91.14,91.82,6.11,6.66,5.57,2.41,2.2,2.6,8678,4395,4283,4447,2607,1840,51.24,59.32,42.96,3666,7592,1086,48.29,14.3,62.59,11165,5623,5542,1817,2477,146,141,2299,1869,1047,857,90,56,224,142,38.46,32.31,44.7,2.57,2.6,2.54,37.33,40.89,33.72,17.05,18.62,15.46,1.31,1.6,1.01,3.28,3.98,2.56,2082,0,10262,16.87,0,83.13,1118,585,533,138,29,109,12.34,4.96,20.45,12344,271,12073,0,2.2,NA
Bagmati,Dhading,Rubi Valley,NP03,NP0330,NP0330401,2649,10781,5359,5422,4.069837674594186,98.83806713389893,8908,4391,4517,5194,2600,2594,130,87,43,1108,493,615,2447,1200,1247,29,11,18,10781,859,1014,1184,1055,959,824,584,633,508,501,508,438,423,379,372,288,132,61,35,24,5359,450,518,591,541,472,392,277,299,243,239,243,222,224,200,174,140,73,33,15,13,5422,409,496,593,514,487,432,307,334,265,262,265,216,199,179,198,148,59,28,20,11,2847,1449,1398,1350,1316,70,55,29,26,93.64,93.17,94.13,4.39,4.83,3.93,1.93,2,1.86,7724,3800,3924,3683,2098,1585,47.68,55.21,40.39,3057,6433,1291,47.52,20.07,67.59,9922,4909,5013,1737,2363,161,106,1803,1539,1032,870,76,60,100,75,41.32,35.38,47.14,2.69,3.28,2.11,33.68,36.73,30.7,19.17,21.02,17.35,1.37,1.55,1.2,1.76,2.04,1.5,0,0,10781,0,0,100,959,472,487,123,35,88,12.83,7.42,18.07,10781,389,10391,1,3.61,NA
Bagmati,Dhading,Khaniyabas,NP03,NP0330,NP0330403,2685,10287,5008,5279,3.8312849162011173,94.86645197954158,8557,4110,4447,4826,2412,2414,58,43,15,1349,587,762,2317,1066,1251,7,2,5,10287,824,906,1047,1010,876,689,504,590,488,454,539,462,453,441,438,292,165,63,37,9,5008,442,456,498,526,428,346,229,272,226,202,248,213,222,218,201,157,73,28,19,4,5279,382,450,549,484,448,343,275,318,262,252,291,249,231,223,237,135,92,35,18,5,2606,1298,1308,1212,1223,32,49,54,36,93.44,93.37,93.5,3.11,2.47,3.75,3.45,4.16,2.75,7510,3612,3898,3863,2133,1730,51.44,59.05,44.38,2777,6065,1445,45.79,23.83,69.61,9463,4566,4897,1577,2250,99,86,1638,1457,1110,965,70,44,72,95,40.44,34.54,45.95,1.95,2.17,1.76,32.71,35.87,29.75,21.93,24.31,19.71,1.2,1.53,0.9,1.76,1.58,1.94,0,0,10287,0,0,100,876,428,448,171,34,137,19.52,7.94,30.58,10287,390,9896,1,3.79,NA
Bagmati,Dhading,Ganga Jamuna,NP03,NP0330,NP0330402,5264,19265,9307,9958,3.6597644376899696,93.46254267925286,16488,7835,8653,5611,2985,2626,983,636,347,5247,2209,3038,4628,1992,2636,19,13,6,19265,1359,1418,1640,1817,1565,1460,1186,1187,1057,904,1166,994,987,844,692,453,301,119,77,39,9307,742,730,856,912,723,690,556,543,480,380,529,464,494,401,321,220,162,55,33,16,9958,617,688,784,905,842,770,630,644,577,524,637,530,493,443,371,233,139,64,44,23,4138,2115,2023,2006,1913,83,79,25,30,94.71,94.85,94.56,3.91,3.92,3.91,1.33,1.18,1.48,14848,6979,7869,9129,5057,4072,61.48,72.46,51.75,4417,12323,2525,35.84,20.49,56.33,17906,8565,9341,1943,3823,197,173,3562,2847,2382,2017,229,170,252,311,32.2,22.69,40.93,2.07,2.3,1.85,35.79,41.59,30.48,24.57,27.81,21.59,2.23,2.67,1.82,3.14,2.94,3.33,0,0,19265,0,0,100,1565,723,842,260,55,205,16.61,7.61,24.35,19265,876,18384,5,4.55,NA
Bagmati,Dhading,Tripurasundari,NP03,NP0330,NP0330404,5947,21937,10411,11526,3.6887506305700355,90.32621898316849,18668,8668,10000,8258,4200,4058,853,526,327,4290,1657,2633,5260,2282,2978,7,3,4,21937,1545,1724,1864,1986,1840,1759,1422,1372,1294,1054,1300,1141,1131,921,696,446,217,133,54,38,10411,826,917,932,981,799,783,652,593,588,452,594,557,518,453,326,229,104,65,26,16,11526,719,807,932,1005,1041,976,770,779,706,602,706,584,613,468,370,217,113,68,28,22,4788,2442,2346,2334,2266,82,55,26,25,96.07,95.58,96.59,2.86,3.36,2.34,1.07,1.06,1.07,16804,7736,9068,11562,6116,5446,68.81,79.06,60.06,5133,14299,2505,35.9,17.52,53.42,20392,9585,10807,1643,3643,300,204,4139,3490,2801,2579,402,401,300,490,25.92,17.14,33.71,2.47,3.13,1.89,37.41,43.18,32.29,26.38,29.22,23.86,3.94,4.19,3.71,3.87,3.13,4.53,8985,0,12952,40.96,0,59.04,1840,799,1041,280,34,246,15.22,4.26,23.63,21937,806,21123,8,3.67,NA
Bagmati,Dhading,Netrawati Dabjong,NP03,NP0330,NP0330405,3263,11310,5361,5949,3.4661354581673307,90.11598587997983,9864,4603,5261,4606,2234,2372,334,189,145,2646,1148,1498,2276,1031,1245,2,1,1,11310,678,768,909,1039,956,792,683,630,604,575,723,636,686,532,478,298,184,89,37,13,5361,361,397,449,528,432,358,315,267,250,241,342,304,309,265,247,135,96,42,18,5,5949,317,371,460,511,524,434,368,363,354,334,381,332,377,267,231,163,88,47,19,8,2298,1156,1142,1081,1077,60,48,15,17,93.91,93.51,94.31,4.7,5.19,4.2,1.39,1.3,1.49,8955,4154,4801,5534,2978,2556,61.8,71.69,53.24,2355,7324,1631,32.15,22.27,54.42,10632,5000,5632,1188,2260,102,82,2042,1693,1458,1318,82,96,128,183,32.43,23.76,40.13,1.73,2.04,1.46,35.13,40.84,30.06,26.11,29.16,23.4,1.67,1.64,1.7,2.93,2.56,3.25,0,0,11310,0,0,100,956,432,524,136,19,117,14.23,4.4,22.33,11310,335,10972,3,2.96,NA
Bagmati,Dhading,Nilkhantha,NP03,NP0330,NP0330301,16391,58828,27365,31463,3.5890427673723386,86.97517719225758,49430,22485,26945,26410,12939,13471,1152,600,552,8091,3126,4965,13726,5792,7934,51,28,23,58828,4152,5246,5843,5748,4915,4540,4103,4047,3523,2748,3224,2545,2517,1942,1532,1125,560,344,114,60,27365,2179,2701,2997,2710,2164,1861,1647,1714,1526,1236,1519,1227,1209,919,716,530,274,163,52,21,31463,1973,2545,2846,3038,2751,2679,2456,2333,1997,1512,1705,1318,1308,1023,816,595,286,181,62,39,14690,7461,7229,7123,6915,261,232,77,82,95.56,95.47,95.66,3.36,3.5,3.21,1.08,1.03,1.13,43587,19488,24099,30569,15294,15275,70.13,78.48,63.38,15241,37910,5677,40.2,14.97,55.18,54676,25186,29490,4298,8913,897,781,10964,9807,7024,7440,1171,1114,832,1435,24.16,17.07,30.22,3.07,3.56,2.65,37.99,43.53,33.26,26.45,27.89,25.23,4.18,4.65,3.78,4.15,3.3,4.87,12761,18090,27977,21.69,30.75,47.56,4915,2164,2751,595,105,490,12.11,4.85,17.81,58828,1481,57336,11,2.52,NA
